Order_ID,Order_Date,Customer_ID,Product_ID,Region,Quantity_Sold,Unit_Cost,Unit_Price,Total_Revenue
ORD007529,2025-10-13,CUST3441,P014,North,7,148.3,198.16,1387.12
ORD003442,2025-10-13,CUST9690,P021,North,6,302.27,596.05,3576.3
ORD001802,2025-10-13,CUST3375,P007,East,7,136.4,192.08,1344.56
ORD005679,2025-10-13,CUST5520,P003,West,1,310.02,458.73,458.73
ORD009721,2025-10-13,CUST4906,P003,West,6,310.02,476.74,2860.44
ORD001944,2025-10-14,CUST5718,P030,West,2,372.42,550.01,1100.02
ORD009278,2025-10-14,CUST4625,P028,South,9,398.21,558.16,5023.44
ORD001276,2025-10-14,CUST4039,P038,West,2,359.85,530.99,1061.98
ORD008755,2025-10-14,CUST9196,P029,North,4,338.82,662.02,2648.08
ORD007996,2025-10-14,CUST1753,P020,North,2,485.81,945.0,1890.0
ORD009286,2025-10-14,CUST6651,P031,East,6,254.43,457.33,2743.98
ORD005902,2025-10-14,CUST2069,P044,East,8,386.92,621.87,4974.96
ORD002099,2025-10-14,CUST5860,P040,North,4,272.52,480.89,1923.56
ORD006742,2025-10-14,CUST2137,P032,East,8,59.74,97.73,781.84
ORD004613,2025-10-14,CUST6195,P034,East,1,163.73,266.12,266.12
ORD000505,2025-10-14,CUST7640,P038,North,8,359.85,497.96,3983.68
ORD003876,2025-10-14,CUST1198,P037,North,6,491.17,909.74,5458.44
ORD001632,2025-10-15,CUST8149,P029,South,3,338.82,476.37,1429.11
ORD000060,2025-10-15,CUST9025,P014,East,2,148.3,256.38,512.76
ORD005910,2025-10-15,CUST8918,P017,North,1,257.14,507.33,507.33
ORD009538,2025-10-15,CUST1508,P029,North,8,338.82,646.01,5168.08
ORD008462,2025-10-15,CUST7998,P040,South,1,272.52,428.62,428.62
ORD004744,2025-10-15,CUST5110,P026,South,6,172.43,326.59,1959.54
ORD007267,2025-10-15,CUST5699,P009,North,7,468.44,773.87,5417.09
ORD006163,2025-10-15,CUST9891,P029,West,8,338.82,512.45,4099.6
ORD002746,2025-10-15,CUST4366,P016,East,2,46.75,61.17,122.34
ORD000403,2025-10-15,CUST2774,P040,South,7,272.52,378.99,2652.93
ORD006811,2025-10-15,CUST3539,P002,East,4,302.28,504.92,2019.68
ORD001800,2025-10-15,CUST3248,P034,South,4,163.73,317.29,1269.16
ORD006499,2025-10-15,CUST8106,P016,East,2,46.75,85.77,171.54
ORD002830,2025-10-15,CUST2305,P035,East,2,241.33,366.43,732.86
ORD001974,2025-10-16,CUST5197,P038,East,1,359.85,563.75,563.75
ORD005319,2025-10-16,CUST4992,P028,South,1,398.21,560.74,560.74
ORD007657,2025-10-16,CUST6016,P028,West,5,398.21,695.81,3479.05
ORD000721,2025-10-16,CUST5211,P038,North,3,359.85,481.61,1444.83
ORD005506,2025-10-16,CUST1520,P004,West,3,490.22,865.64,2596.92
ORD009254,2025-10-16,CUST6056,P006,North,5,427.07,621.17,3105.85
ORD000965,2025-10-16,CUST6713,P014,South,2,148.3,212.02,424.04
ORD000727,2025-10-16,CUST8671,P029,North,5,338.82,546.7,2733.5
ORD001444,2025-10-16,CUST9815,P029,West,6,338.82,641.13,3846.78
ORD003414,2025-10-16,CUST3568,P037,South,2,491.17,790.05,1580.1
ORD003368,2025-10-16,CUST6377,P014,South,4,148.3,280.36,1121.44
ORD004125,2025-10-16,CUST7471,P011,West,5,82.29,136.07,680.35
ORD009349,2025-10-16,CUST9619,P019,North,6,426.5,583.24,3499.44
ORD000079,2025-10-16,CUST6064,P038,North,9,359.85,626.87,5641.83
ORD000489,2025-10-16,CUST3868,P007,West,6,136.4,213.06,1278.36
ORD005233,2025-10-16,CUST2928,P003,South,7,310.02,534.8,3743.6
ORD007262,2025-10-16,CUST9953,P049,West,3,102.56,177.05,531.15
ORD004052,2025-10-17,CUST1329,P009,East,1,468.44,864.36,864.36
ORD002302,2025-10-17,CUST7054,P018,West,7,85.44,162.1,1134.7
ORD002220,2025-10-17,CUST6668,P033,East,5,94.18,175.98,879.9
ORD003809,2025-10-17,CUST4003,P048,East,5,451.19,767.48,3837.4
ORD009033,2025-10-17,CUST5505,P001,North,2,172.21,329.82,659.64
ORD006410,2025-10-17,CUST7871,P044,East,5,386.92,720.13,3600.65
ORD005976,2025-10-17,CUST4689,P045,West,8,433.6,638.41,5107.28
ORD001837,2025-10-17,CUST4684,P004,South,6,490.22,884.77,5308.62
ORD003116,2025-10-17,CUST6400,P007,East,2,136.4,199.39,398.78
ORD009500,2025-10-17,CUST5130,P038,East,2,359.85,694.78,1389.56
ORD001755,2025-10-17,CUST4436,P004,South,9,490.22,688.33,6194.97
ORD008270,2025-10-17,CUST1945,P034,West,1,163.73,319.62,319.62
ORD007872,2025-10-17,CUST8970,P044,South,8,386.92,606.86,4854.88
ORD003611,2025-10-17,CUST1158,P046,East,3,358.75,626.45,1879.35
ORD006915,2025-10-17,CUST4198,P028,West,8,398.21,774.52,6196.16
ORD002069,2025-10-17,CUST8228,P006,North,1,427.07,772.64,772.64
ORD003698,2025-10-17,CUST1094,P015,East,6,38.69,56.37,338.22
ORD002917,2025-10-18,CUST6465,P036,West,2,482.09,781.62,1563.24
ORD003654,2025-10-18,CUST4154,P049,West,4,102.56,176.02,704.08
ORD005317,2025-10-18,CUST1597,P024,South,4,312.87,423.01,1692.04
ORD009271,2025-10-18,CUST7948,P030,North,1,372.42,558.75,558.75
ORD008390,2025-10-18,CUST2115,P017,East,4,257.14,403.11,1612.44
ORD009854,2025-10-18,CUST3631,P020,North,9,485.81,836.63,7529.67
ORD008744,2025-10-18,CUST6940,P044,West,5,386.92,690.54,3452.7
ORD009719,2025-10-18,CUST4447,P018,East,4,85.44,136.19,544.76
ORD008749,2025-10-18,CUST3627,P013,West,6,255.76,392.77,2356.62
ORD008134,2025-10-18,CUST9071,P010,South,6,330.83,632.79,3796.74
ORD006162,2025-10-18,CUST7414,P024,North,4,312.87,413.34,1653.36
ORD000995,2025-10-18,CUST7135,P038,West,6,359.85,576.46,3458.76
ORD005654,2025-10-18,CUST3494,P030,West,9,372.42,711.6,6404.4
ORD007876,2025-10-18,CUST2452,P037,South,9,491.17,975.49,8779.41
ORD008298,2025-10-18,CUST8550,P026,North,1,172.43,328.23,328.23
ORD000211,2025-10-18,CUST6402,P002,North,9,302.28,442.83,3985.47
ORD008103,2025-10-18,CUST7478,P018,West,9,85.44,157.78,1420.02
ORD008038,2025-10-18,CUST4275,P050,East,4,218.77,387.28,1549.12
ORD006790,2025-10-18,CUST2587,P035,West,5,241.33,327.22,1636.1
ORD006456,2025-10-18,CUST9796,P034,South,1,163.73,303.12,303.12
ORD003925,2025-10-18,CUST6052,P040,East,5,272.52,512.56,2562.8
ORD009080,2025-10-18,CUST4937,P041,North,6,147.12,197.77,1186.62
ORD002327,2025-10-18,CUST8916,P044,North,8,386.92,604.69,4837.52
ORD001739,2025-10-18,CUST1064,P024,East,3,312.87,565.33,1695.99
ORD007321,2025-10-19,CUST9632,P006,South,7,427.07,673.43,4714.01
ORD006503,2025-10-19,CUST8558,P031,West,7,254.43,469.9,3289.3
ORD002809,2025-10-19,CUST7893,P016,North,9,46.75,90.38,813.42
ORD006924,2025-10-19,CUST2064,P043,West,1,136.95,251.52,251.52
ORD000352,2025-10-19,CUST4966,P045,North,1,433.6,632.39,632.39
ORD001838,2025-10-19,CUST9529,P020,South,3,485.81,726.85,2180.55
ORD000570,2025-10-19,CUST1683,P014,West,8,148.3,200.73,1605.84
ORD003341,2025-10-19,CUST1272,P034,West,5,163.73,227.32,1136.6
ORD005680,2025-10-19,CUST6706,P038,South,2,359.85,533.04,1066.08
ORD008960,2025-10-19,CUST7625,P009,West,5,468.44,618.3,3091.5
ORD003787,2025-10-19,CUST5296,P030,East,4,372.42,624.67,2498.68
ORD006907,2025-10-19,CUST7694,P019,North,2,426.5,833.63,1667.26
ORD008425,2025-10-19,CUST1046,P022,East,8,26.24,40.59,324.72
ORD000677,2025-10-19,CUST2998,P044,North,6,386.92,517.68,3106.08
ORD004598,2025-10-19,CUST6117,P014,West,1,148.3,253.68,253.68
ORD004716,2025-10-19,CUST7900,P010,North,8,330.83,569.46,4555.68
ORD005619,2025-10-19,CUST8158,P041,South,7,147.12,263.46,1844.22
ORD005664,2025-10-19,CUST3277,P010,North,9,330.83,606.19,5455.71
ORD000866,2025-10-19,CUST9623,P017,West,5,257.14,372.12,1860.6
ORD008750,2025-10-19,CUST5781,P017,West,2,257.14,387.89,775.78
ORD008368,2025-10-19,CUST3750,P008,East,9,448.34,839.03,7551.27
ORD000828,2025-10-19,CUST8434,P030,South,8,372.42,711.64,5693.12
ORD001391,2025-10-19,CUST4983,P014,East,5,148.3,295.01,1475.05
ORD007272,2025-10-20,CUST8701,P002,North,3,302.28,394.26,1182.78
ORD005078,2025-10-20,CUST3604,P050,North,4,218.77,315.08,1260.32
ORD003968,2025-10-20,CUST8614,P016,East,1,46.75,65.45,65.45
ORD003118,2025-10-20,CUST2221,P027,North,1,66.74,112.52,112.52
ORD004526,2025-10-20,CUST5646,P044,North,8,386.92,570.03,4560.24
ORD000190,2025-10-20,CUST1792,P013,North,4,255.76,378.13,1512.52
ORD000987,2025-10-20,CUST5957,P026,North,9,172.43,305.94,2753.46
ORD003404,2025-10-20,CUST6213,P015,West,8,38.69,72.12,576.96
ORD007068,2025-10-20,CUST9361,P023,East,1,315.95,421.77,421.77
ORD007471,2025-10-20,CUST1989,P047,North,6,229.84,456.01,2736.06
ORD000427,2025-10-20,CUST1864,P021,South,7,302.27,417.03,2919.21
ORD008800,2025-10-20,CUST4492,P002,West,6,302.28,402.35,2414.1
ORD006132,2025-10-20,CUST2933,P046,North,5,358.75,551.37,2756.85
ORD002477,2025-10-20,CUST3135,P001,West,7,172.21,290.25,2031.75
ORD006878,2025-10-20,CUST8057,P003,East,8,310.02,405.24,3241.92
ORD006694,2025-10-20,CUST4672,P006,North,7,427.07,831.05,5817.35
ORD008983,2025-10-20,CUST2043,P021,North,3,302.27,478.34,1435.02
ORD004860,2025-10-20,CUST7889,P038,South,6,359.85,503.34,3020.04
ORD000412,2025-10-20,CUST3084,P006,North,3,427.07,626.23,1878.69
ORD000735,2025-10-21,CUST7998,P044,South,2,386.92,713.12,1426.24
ORD000389,2025-10-21,CUST1368,P026,East,5,172.43,335.31,1676.55
ORD009599,2025-10-21,CUST3958,P023,South,5,315.95,448.19,2240.95
ORD003766,2025-10-21,CUST9361,P041,West,7,147.12,278.12,1946.84
ORD005582,2025-10-21,CUST8253,P035,South,2,241.33,354.3,708.6
ORD005072,2025-10-21,CUST9301,P047,West,3,229.84,430.28,1290.84
ORD003572,2025-10-21,CUST6926,P009,South,4,468.44,737.37,2949.48
ORD005332,2025-10-21,CUST1849,P043,South,1,136.95,270.21,270.21
ORD006859,2025-10-21,CUST3470,P023,West,4,315.95,494.07,1976.28
ORD005829,2025-10-21,CUST7616,P040,East,7,272.52,430.98,3016.86
ORD004730,2025-10-21,CUST8675,P039,North,1,355.16,679.99,679.99
ORD000948,2025-10-21,CUST6147,P050,South,6,218.77,411.94,2471.64
ORD008914,2025-10-21,CUST3641,P007,North,6,136.4,238.92,1433.52
ORD006009,2025-10-21,CUST7000,P017,West,1,257.14,501.52,501.52
ORD006738,2025-10-21,CUST6175,P040,West,4,272.52,365.36,1461.44
ORD008978,2025-10-21,CUST5367,P029,East,6,338.82,481.99,2891.94
ORD008941,2025-10-21,CUST8209,P013,West,8,255.76,461.45,3691.6
ORD001869,2025-10-21,CUST5741,P024,North,8,312.87,563.84,4510.72
ORD008709,2025-10-21,CUST8665,P001,East,8,172.21,244.34,1954.72
ORD002832,2025-10-21,CUST3733,P001,West,6,172.21,261.14,1566.84
ORD001489,2025-10-21,CUST5303,P035,West,9,241.33,412.22,3709.98
ORD000768,2025-10-21,CUST9134,P016,North,1,46.75,77.37,77.37
ORD003326,2025-10-21,CUST2535,P025,West,1,134.87,248.35,248.35
ORD001083,2025-10-21,CUST7468,P035,South,2,241.33,333.17,666.34
ORD006328,2025-10-21,CUST4121,P020,South,6,485.81,650.48,3902.88
ORD004963,2025-10-21,CUST5918,P009,West,7,468.44,713.36,4993.52
ORD005511,2025-10-22,CUST6094,P037,East,5,491.17,867.63,4338.15
ORD009054,2025-10-22,CUST8943,P018,North,1,85.44,168.35,168.35
ORD001822,2025-10-22,CUST9736,P017,East,1,257.14,412.95,412.95
ORD007095,2025-10-22,CUST8861,P047,East,6,229.84,423.0,2538.0
ORD007847,2025-10-22,CUST7821,P037,East,7,491.17,948.73,6641.11
ORD004731,2025-10-22,CUST2785,P005,South,8,41.46,61.79,494.32
ORD009022,2025-10-22,CUST2365,P013,East,3,255.76,476.06,1428.18
ORD004928,2025-10-22,CUST8357,P035,West,8,241.33,428.47,3427.76
ORD001669,2025-10-22,CUST3785,P019,North,3,426.5,632.43,1897.29
ORD000771,2025-10-22,CUST9464,P022,South,7,26.24,46.08,322.56
ORD002856,2025-10-22,CUST5530,P015,South,7,38.69,53.71,375.97
ORD008079,2025-10-22,CUST1928,P035,West,3,241.33,404.41,1213.23
ORD005718,2025-10-22,CUST2410,P038,West,1,359.85,610.38,610.38
ORD004142,2025-10-22,CUST1308,P045,South,1,433.6,839.26,839.26
ORD003461,2025-10-22,CUST6747,P022,South,1,26.24,51.38,51.38
ORD002193,2025-10-22,CUST4127,P040,South,2,272.52,415.02,830.04
ORD008851,2025-10-22,CUST1036,P005,West,1,41.46,75.55,75.55
ORD002065,2025-10-22,CUST2039,P022,North,6,26.24,47.29,283.74
ORD006542,2025-10-22,CUST6810,P020,South,2,485.81,670.02,1340.04
ORD002786,2025-10-22,CUST6558,P023,East,9,315.95,439.36,3954.24
ORD006443,2025-10-22,CUST4811,P038,West,8,359.85,647.72,5181.76
ORD002508,2025-10-22,CUST8478,P045,East,4,433.6,835.63,3342.52
ORD006355,2025-10-22,CUST4052,P036,North,4,482.09,852.28,3409.12
ORD001450,2025-10-22,CUST1886,P041,South,3,147.12,293.89,881.67
ORD005723,2025-10-22,CUST3416,P009,West,5,468.44,811.95,4059.75
ORD002044,2025-10-23,CUST5676,P042,North,6,270.11,494.84,2969.04
ORD008350,2025-10-23,CUST5593,P047,West,4,229.84,360.73,1442.92
ORD008798,2025-10-23,CUST2012,P031,North,7,254.43,449.14,3143.98
ORD002083,2025-10-23,CUST5241,P014,East,3,148.3,198.53,595.59
ORD001111,2025-10-23,CUST9601,P013,South,5,255.76,386.12,1930.6
ORD004439,2025-10-23,CUST1898,P048,East,5,451.19,589.71,2948.55
ORD009717,2025-10-23,CUST6498,P046,East,9,358.75,621.01,5589.09
ORD003268,2025-10-23,CUST3708,P001,North,6,172.21,306.42,1838.52
ORD002100,2025-10-23,CUST2621,P006,South,5,427.07,797.97,3989.85
ORD002286,2025-10-23,CUST6996,P024,South,5,312.87,593.63,2968.15
ORD005743,2025-10-23,CUST4052,P025,South,7,134.87,181.99,1273.93
ORD000525,2025-10-23,CUST4092,P001,North,5,172.21,330.8,1654.0
ORD002113,2025-10-23,CUST7677,P017,West,6,257.14,357.89,2147.34
ORD004154,2025-10-23,CUST9471,P043,West,7,136.95,271.53,1900.71
ORD002851,2025-10-23,CUST7060,P026,North,9,172.43,308.93,2780.37
ORD003927,2025-10-23,CUST4047,P049,East,9,102.56,146.28,1316.52
ORD007342,2025-10-23,CUST6409,P002,East,3,302.28,489.87,1469.61
ORD008388,2025-10-23,CUST3956,P014,South,3,148.3,251.1,753.3
ORD001997,2025-10-23,CUST1220,P048,North,9,451.19,616.83,5551.47
ORD006741,2025-10-23,CUST4567,P030,West,6,372.42,491.74,2950.44
ORD004173,2025-10-23,CUST5269,P014,North,1,148.3,202.85,202.85
ORD008588,2025-10-24,CUST6804,P043,South,9,136.95,213.69,1923.21
ORD004183,2025-10-24,CUST4674,P012,North,8,297.26,428.05,3424.4
ORD008885,2025-10-24,CUST3509,P006,South,1,427.07,631.63,631.63
ORD004986,2025-10-24,CUST4976,P005,West,1,41.46,70.22,70.22
ORD000228,2025-10-24,CUST2805,P042,South,6,270.11,478.42,2870.52
ORD002626,2025-10-24,CUST6978,P042,East,1,270.11,396.61,396.61
ORD009789,2025-10-24,CUST6712,P027,North,2,66.74,103.71,207.42
ORD004292,2025-10-24,CUST9722,P031,South,8,254.43,365.62,2924.96
ORD004280,2025-10-24,CUST6929,P024,South,9,312.87,501.77,4515.93
ORD008419,2025-10-24,CUST4651,P013,East,2,255.76,506.85,1013.7
ORD001350,2025-10-24,CUST7448,P035,East,2,241.33,413.1,826.2
ORD004546,2025-10-24,CUST9776,P007,North,7,136.4,181.85,1272.95
ORD007971,2025-10-24,CUST6642,P048,South,6,451.19,721.55,4329.3
ORD002768,2025-10-24,CUST7906,P036,East,6,482.09,683.07,4098.42
ORD002994,2025-10-24,CUST3505,P045,South,1,433.6,669.16,669.16
ORD007990,2025-10-24,CUST5984,P007,West,6,136.4,183.37,1100.22
ORD002053,2025-10-24,CUST5823,P036,South,3,482.09,956.88,2870.64
ORD000580,2025-10-24,CUST8104,P035,North,6,241.33,323.74,1942.44
ORD006510,2025-10-24,CUST3522,P014,South,9,148.3,248.12,2233.08
ORD007964,2025-10-24,CUST6362,P013,East,3,255.76,498.16,1494.48
ORD007067,2025-10-24,CUST4275,P032,North,5,59.74,93.49,467.45
ORD004431,2025-10-24,CUST4140,P039,West,8,355.16,684.16,5473.28
ORD000103,2025-10-24,CUST9647,P032,East,4,59.74,78.18,312.72
ORD009244,2025-10-24,CUST4463,P036,North,6,482.09,817.17,4903.02
ORD004370,2025-10-24,CUST7368,P008,North,8,448.34,764.11,6112.88
ORD006246,2025-10-25,CUST7842,P024,West,1,312.87,505.91,505.91
ORD002502,2025-10-25,CUST4676,P021,West,1,302.27,511.93,511.93
ORD004925,2025-10-25,CUST5527,P008,East,6,448.34,756.91,4541.46
ORD001342,2025-10-25,CUST8174,P004,West,2,490.22,778.52,1557.04
ORD009891,2025-10-25,CUST8023,P029,West,3,338.82,455.13,1365.39
ORD004447,2025-10-25,CUST3997,P043,East,8,136.95,230.96,1847.68
ORD006268,2025-10-25,CUST4294,P018,South,6,85.44,143.21,859.26
ORD006926,2025-10-25,CUST7218,P036,West,5,482.09,894.35,4471.75
ORD006569,2025-10-25,CUST9705,P019,North,2,426.5,718.59,1437.18
ORD005927,2025-10-25,CUST9197,P010,East,2,330.83,448.22,896.44
ORD001520,2025-10-25,CUST7457,P031,South,7,254.43,358.03,2506.21
ORD008667,2025-10-25,CUST6452,P013,East,2,255.76,384.67,769.34
ORD001491,2025-10-25,CUST9819,P005,North,2,41.46,82.18,164.36
ORD002498,2025-10-25,CUST2268,P006,South,3,427.07,556.66,1669.98
ORD007063,2025-10-25,CUST9254,P011,West,1,82.29,108.39,108.39
ORD009027,2025-10-25,CUST4193,P022,North,4,26.24,45.7,182.8
ORD004611,2025-10-25,CUST1807,P016,West,3,46.75,90.98,272.94
ORD001249,2025-10-26,CUST2490,P041,West,4,147.12,293.48,1173.92
ORD003317,2025-10-26,CUST2796,P033,West,8,94.18,147.75,1182.0
ORD000896,2025-10-26,CUST6658,P032,East,8,59.74,89.14,713.12
ORD002310,2025-10-26,CUST8445,P002,North,7,302.28,587.88,4115.16
ORD007837,2025-10-26,CUST9151,P008,East,9,448.34,828.39,7455.51
ORD001479,2025-10-26,CUST5398,P019,East,9,426.5,554.92,4994.28
ORD008520,2025-10-26,CUST7022,P023,North,6,315.95,442.75,2656.5
ORD006301,2025-10-26,CUST3049,P016,South,9,46.75,89.21,802.89
ORD004664,2025-10-26,CUST9468,P023,East,6,315.95,464.86,2789.16
ORD004139,2025-10-26,CUST4582,P040,North,4,272.52,386.66,1546.64
ORD004743,2025-10-26,CUST2746,P024,North,4,312.87,604.29,2417.16
ORD007712,2025-10-26,CUST8850,P008,East,9,448.34,869.66,7826.94
ORD009579,2025-10-26,CUST1036,P035,North,6,241.33,477.75,2866.5
ORD007490,2025-10-26,CUST7401,P024,East,2,312.87,527.58,1055.16
ORD001511,2025-10-26,CUST9401,P008,West,6,448.34,645.95,3875.7
ORD009960,2025-10-26,CUST4176,P040,North,8,272.52,533.11,4264.88
ORD006619,2025-10-26,CUST5125,P041,North,7,147.12,212.06,1484.42
ORD003394,2025-10-27,CUST6874,P047,South,5,229.84,319.76,1598.8
ORD005641,2025-10-27,CUST2245,P023,West,9,315.95,460.75,4146.75
ORD005129,2025-10-27,CUST6655,P004,North,1,490.22,862.57,862.57
ORD003429,2025-10-27,CUST2642,P010,North,2,330.83,628.55,1257.1
ORD003400,2025-10-27,CUST8155,P016,South,9,46.75,86.37,777.33
ORD000460,2025-10-27,CUST3240,P039,North,7,355.16,608.0,4256.0
ORD003263,2025-10-27,CUST8052,P044,South,5,386.92,656.05,3280.25
ORD001323,2025-10-27,CUST8972,P023,East,3,315.95,617.29,1851.87
ORD003767,2025-10-27,CUST4896,P016,West,6,46.75,81.24,487.44
ORD002858,2025-10-27,CUST5275,P047,East,9,229.84,395.95,3563.55
ORD005731,2025-10-27,CUST8282,P013,West,2,255.76,439.33,878.66
ORD002982,2025-10-27,CUST2794,P046,East,3,358.75,659.91,1979.73
ORD005483,2025-10-27,CUST4775,P042,West,8,270.11,502.47,4019.76
ORD004808,2025-10-28,CUST3740,P042,South,2,270.11,502.66,1005.32
ORD009020,2025-10-28,CUST9320,P037,North,2,491.17,973.24,1946.48
ORD007887,2025-10-28,CUST9123,P050,West,8,218.77,286.12,2288.96
ORD000603,2025-10-28,CUST3154,P041,West,4,147.12,193.01,772.04
ORD002357,2025-10-28,CUST8711,P012,North,8,297.26,477.28,3818.24
ORD002892,2025-10-28,CUST3359,P025,South,4,134.87,177.11,708.44
ORD001919,2025-10-28,CUST2089,P030,West,8,372.42,489.03,3912.24
ORD004735,2025-10-28,CUST2933,P012,West,6,297.26,481.28,2887.68
ORD000360,2025-10-28,CUST9297,P007,North,5,136.4,206.9,1034.5
ORD005864,2025-10-28,CUST6209,P003,South,6,310.02,419.74,2518.44
ORD002416,2025-10-28,CUST7785,P024,West,2,312.87,521.52,1043.04
ORD006810,2025-10-28,CUST7742,P048,North,6,451.19,891.0,5346.0
ORD001662,2025-10-28,CUST4222,P050,South,6,218.77,420.42,2522.52
ORD000020,2025-10-29,CUST3674,P027,West,1,66.74,96.68,96.68
ORD004871,2025-10-29,CUST9278,P002,South,5,302.28,531.22,2656.1
ORD003674,2025-10-29,CUST7352,P017,East,8,257.14,445.73,3565.84
ORD003716,2025-10-29,CUST4672,P048,North,1,451.19,598.79,598.79
ORD001764,2025-10-29,CUST8539,P046,West,6,358.75,675.02,4050.12
ORD008841,2025-10-29,CUST7929,P029,East,4,338.82,481.14,1924.56
ORD003735,2025-10-29,CUST4578,P039,North,5,355.16,674.45,3372.25
ORD005924,2025-10-29,CUST3684,P006,East,2,427.07,691.63,1383.26
ORD008522,2025-10-29,CUST9319,P026,West,2,172.43,341.64,683.28
ORD009200,2025-10-29,CUST6931,P044,West,7,386.92,596.45,4175.15
ORD005850,2025-10-29,CUST1280,P013,West,1,255.76,437.64,437.64
ORD009189,2025-10-29,CUST4464,P050,East,6,218.77,304.6,1827.6
ORD002952,2025-10-29,CUST3941,P037,North,2,491.17,755.01,1510.02
ORD008994,2025-10-29,CUST6573,P046,West,7,358.75,488.58,3420.06
ORD001830,2025-10-29,CUST9385,P033,South,5,94.18,161.31,806.55
ORD008712,2025-10-30,CUST3335,P046,North,7,358.75,520.48,3643.36
ORD005769,2025-10-30,CUST3289,P045,North,6,433.6,808.34,4850.04
ORD008607,2025-10-30,CUST5428,P042,North,2,270.11,423.53,847.06
ORD004081,2025-10-30,CUST8194,P030,South,2,372.42,590.8,1181.6
ORD003783,2025-10-30,CUST6954,P024,East,7,312.87,557.56,3902.92
ORD008862,2025-10-30,CUST7449,P015,East,4,38.69,70.05,280.2
ORD005959,2025-10-30,CUST7643,P033,West,9,94.18,187.72,1689.48
ORD001630,2025-10-30,CUST5343,P032,West,5,59.74,104.14,520.7
ORD000764,2025-10-30,CUST2163,P025,South,6,134.87,238.04,1428.24
ORD000631,2025-10-30,CUST2482,P035,East,8,241.33,338.61,2708.88
ORD005381,2025-10-30,CUST6702,P006,West,4,427.07,602.06,2408.24
ORD003844,2025-10-30,CUST7381,P046,West,4,358.75,496.18,1984.72
ORD009134,2025-10-30,CUST8504,P038,North,3,359.85,658.99,1976.97
ORD008189,2025-10-30,CUST1606,P036,East,1,482.09,822.38,822.38
ORD004544,2025-10-30,CUST3422,P004,East,5,490.22,846.67,4233.35
ORD008458,2025-10-30,CUST9042,P025,East,5,134.87,209.44,1047.2
ORD004582,2025-10-30,CUST9551,P039,East,4,355.16,467.26,1869.04
ORD001459,2025-10-30,CUST5745,P012,West,4,297.26,525.6,2102.4
ORD007579,2025-10-30,CUST6833,P039,South,5,355.16,552.21,2761.05
ORD007245,2025-10-30,CUST2701,P020,East,8,485.81,771.97,6175.76
ORD006308,2025-10-30,CUST9195,P031,West,7,254.43,480.11,3360.77
ORD009671,2025-10-30,CUST9168,P031,North,8,254.43,506.77,4054.16
ORD000936,2025-10-31,CUST7737,P025,North,2,134.87,267.69,535.38
ORD007969,2025-10-31,CUST3607,P037,West,2,491.17,645.43,1290.86
ORD009083,2025-10-31,CUST2369,P032,East,9,59.74,119.1,1071.9
ORD009594,2025-10-31,CUST8598,P028,South,9,398.21,586.61,5279.49
ORD003820,2025-10-31,CUST1134,P035,South,8,241.33,459.5,3676.0
ORD007592,2025-10-31,CUST5638,P031,East,4,254.43,405.21,1620.84
ORD004655,2025-10-31,CUST7049,P039,South,4,355.16,610.7,2442.8
ORD003195,2025-10-31,CUST1675,P036,East,1,482.09,630.32,630.32
ORD003664,2025-10-31,CUST4069,P017,South,2,257.14,438.97,877.94
ORD005986,2025-10-31,CUST5013,P022,East,5,26.24,42.92,214.6
ORD009358,2025-10-31,CUST1379,P003,West,2,310.02,446.34,892.68
ORD002740,2025-10-31,CUST5528,P025,West,3,134.87,245.57,736.71
ORD009826,2025-10-31,CUST4597,P024,West,1,312.87,538.11,538.11
ORD004762,2025-10-31,CUST5658,P029,South,1,338.82,633.98,633.98
ORD006721,2025-10-31,CUST7812,P011,West,5,82.29,148.36,741.8
ORD002717,2025-10-31,CUST4560,P017,South,1,257.14,367.19,367.19
ORD001993,2025-10-31,CUST3910,P045,West,5,433.6,696.8,3484.0
ORD003161,2025-10-31,CUST8495,P033,South,3,94.18,150.67,452.01
ORD002641,2025-10-31,CUST2517,P011,West,8,82.29,109.18,873.44
ORD003547,2025-10-31,CUST3555,P009,South,3,468.44,688.07,2064.21
ORD000307,2025-10-31,CUST2913,P026,West,4,172.43,265.08,1060.32
ORD005771,2025-11-01,CUST7591,P011,East,6,82.29,139.42,836.52
ORD007239,2025-11-01,CUST8655,P044,North,2,386.92,672.07,1344.14
ORD004773,2025-11-01,CUST5091,P019,South,1,426.5,629.06,629.06
ORD008252,2025-11-01,CUST6058,P031,South,7,254.43,410.12,2870.84
ORD002424,2025-11-01,CUST1956,P011,East,9,82.29,159.25,1433.25
ORD008244,2025-11-01,CUST2409,P010,North,7,330.83,547.17,3830.19
ORD003034,2025-11-01,CUST4630,P044,South,2,386.92,515.97,1031.94
ORD002360,2025-11-01,CUST7623,P019,West,4,426.5,567.84,2271.36
ORD003545,2025-11-01,CUST6084,P045,East,3,433.6,760.36,2281.08
ORD003760,2025-11-01,CUST8718,P021,West,1,302.27,538.13,538.13
ORD005274,2025-11-01,CUST3434,P046,North,1,358.75,580.26,580.26
ORD000002,2025-11-01,CUST2268,P042,West,4,270.11,416.75,1667.0
ORD001324,2025-11-01,CUST2590,P039,West,6,355.16,667.55,4005.3
ORD008757,2025-11-01,CUST4447,P049,South,3,102.56,134.24,402.72
